season,bb_ref_team_name,ATL,BOS,BKN,CHI,CHA,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
2014,Indiana Pacers,0-3,1-3,1-2,2-2,3-1,2-2,2-0,0-2,2-2,1-1,0-2,NA,0-2,1-1,0-2,3-1,2-2,1-1,2-0,4-0,1-1,3-0,3-1,0-2,0-2,0-2,0-2,0-3,2-0,2-2
2014,Los Angeles Clippers,0-2,2-0,1-1,1-1,2-0,0-2,2-1,3-1,2-0,1-3,2-2,2-0,NA,4-0,2-2,1-1,1-1,3-0,2-1,2-0,2-1,2-0,2-0,4-0,3-1,3-1,2-2,0-2,4-0,1-1
2014,Los Angeles Lakers,1-1,1-1,0-2,1-1,1-1,0-2,0-4,1-3,2-0,1-3,1-2,1-1,0-4,NA,0-4,0-2,1-1,3-1,0-4,0-2,0-3,1-1,2-0,0-4,0-4,1-3,1-2,1-1,1-2,0-2
2014,Memphis Grizzlies,1-1,1-1,2-0,1-1,2-0,0-2,3-1,2-1,1-1,1-2,2-2,2-0,2-2,4-0,NA,2-0,1-1,2-1,2-2,2-0,3-1,2-0,2-0,3-0,4-0,3-1,2-2,1-1,2-2,0-2
2014,Miami Heat,0-4,3-1,4-0,1-2,2-2,2-2,1-1,1-1,1-2,0-2,0-2,1-3,1-1,2-0,0-2,NA,0-4,1-1,0-2,3-0,0-2,3-1,3-1,2-0,1-1,2-0,0-2,1-2,1-1,1-3
2014,Milwaukee Bucks,1-3,2-1,3-1,1-3,1-2,1-3,0-2,1-1,3-1,0-2,0-2,2-2,1-1,1-1,1-1,4-0,NA,2-0,0-2,4-0,1-1,2-2,4-0,1-1,1-1,2-0,0-2,1-2,0-2,1-2
2014,Minnesota Timberwolves,0-2,1-1,1-1,0-2,0-2,0-2,0-3,1-3,2-0,0-4,0-4,1-1,0-3,1-3,1-2,1-1,0-2,NA,0-4,2-0,0-4,0-2,0-2,1-3,2-2,0-3,0-4,0-2,1-3,1-1
2014,New Orleans Pelicans,1-1,0-2,2-0,0-2,1-1,1-1,1-3,1-3,2-0,1-3,2-2,0-2,1-2,4-0,2-2,2-0,2-0,4-0,NA,1-1,3-1,1-1,1-1,2-1,0-3,3-1,3-1,2-0,2-1,0-2
2014,New York Knicks,1-2,1-3,0-4,0-3,1-3,1-2,0-2,1-1,1-3,0-2,0-2,0-4,0-2,2-0,0-2,0-3,0-4,0-2,1-1,NA,1-1,2-2,3-1,0-2,0-2,0-2,1-1,1-3,0-2,0-4
2014,Oklahoma City Thunder,1-1,2-0,0-2,1-1,2-0,1-1,1-3,3-1,1-1,1-3,0-3,1-1,1-2,3-0,1-3,2-0,1-1,4-0,1-3,1-1,NA,2-0,2-0,3-1,1-3,3-1,1-2,1-1,2-2,2-0
2014,Orlando Magic,1-3,2-2,0-3,2-2,2-2,0-3,0-2,0-2,1-3,0-2,1-1,0-3,0-2,1-1,0-2,1-3,2-2,2-0,1-1,2-2,0-2,NA,2-1,1-1,1-1,2-0,0-2,0-4,1-1,0-4
2014,Philadelphia 76ers,1-3,0-4,1-3,0-3,1-2,1-2,0-2,2-0,3-1,0-2,0-2,1-3,0-2,0-2,0-2,1-3,0-4,2-0,1-1,1-3,0-2,1-2,NA,0-2,0-2,1-1,0-2,0-4,0-2,1-3
2014,Phoenix Suns,0-2,1-1,2-0,1-1,1-1,1-1,3-1,2-1,1-1,1-3,1-3,2-0,0-4,4-0,0-3,0-2,1-1,3-1,1-2,2-0,1-3,1-1,2-0,NA,1-3,1-3,1-3,1-1,2-1,2-0
2014,Portland Trail Blazers,0-2,1-1,1-1,1-1,2-0,1-1,2-2,4-0,2-0,0-3,2-1,2-0,1-3,4-0,0-4,1-1,1-1,2-2,3-0,2-0,3-1,1-1,2-0,3-1,NA,2-1,3-1,2-0,2-2,1-1
2014,Sacramento Kings,0-2,1-1,0-2,1-1,2-0,1-1,0-3,2-2,0-2,0-4,0-3,2-0,1-3,3-1,1-3,0-2,0-2,3-0,1-3,2-0,1-3,0-2,1-1,3-1,1-2,NA,1-3,0-2,1-3,1-1
2014,San Antonio Spurs,2-0,2-0,1-1,1-1,2-0,1-1,2-2,4-0,1-1,2-1,3-1,2-0,2-2,2-1,2-2,2-0,2-0,4-0,1-3,1-1,2-1,2-0,2-0,3-1,1-3,3-1,NA,1-1,1-2,1-1
2014,Toronto Raptors,3-1,2-2,2-2,0-4,2-2,1-3,0-2,2-0,2-2,0-2,1-1,3-0,2-0,1-1,1-1,2-1,2-1,2-0,0-2,3-1,1-1,4-0,4-0,1-1,0-2,2-0,1-1,NA,2-0,3-0
2014,Utah Jazz,0-2,0-2,2-0,1-1,1-1,1-1,1-3,2-2,2-0,1-3,1-3,0-2,0-4,2-1,2-2,1-1,2-0,3-1,1-2,2-0,2-2,1-1,2-0,1-2,2-2,3-1,2-1,0-2,NA,0-2
2014,Washington Wizards,1-3,2-1,2-2,2-2,2-2,1-3,0-2,2-0,2-1,0-2,1-1,2-2,1-1,2-0,2-0,3-1,2-1,1-1,2-0,4-0,0-2,4-0,3-1,0-2,1-1,1-1,1-1,0-3,2-0,NA
2013,Atlanta Hawks,NA,2-2,1-2,0-4,3-1,3-0,1-1,1-1,2-2,0-2,1-1,2-2,1-1,1-1,0-2,2-2,3-0,1-1,0-2,2-2,0-2,2-2,3-0,0-2,0-2,2-0,0-2,2-2,2-0,1-3
2013,Boston Celtics,2-2,NA,1-3,0-3,2-1,3-0,0-2,1-1,1-3,0-2,0-2,0-4,0-2,0-2,0-2,2-1,2-2,1-1,0-2,2-2,0-2,3-1,1-3,0-2,0-2,1-1,0-2,1-3,1-1,1-3
2013,Brooklyn Nets,2-1,3-1,NA,1-2,2-2,2-2,2-0,1-1,1-3,1-1,1-1,0-4,1-1,1-1,2-0,4-0,3-0,1-1,1-1,1-3,1-1,2-2,3-1,2-0,0-2,1-1,1-1,2-2,2-0,0-3
2013,Charlotte Bobcats,1-3,1-2,2-2,1-3,NA,4-0,1-1,2-0,3-0,2-0,0-2,1-2,1-1,1-1,1-1,0-4,4-0,1-1,1-1,2-2,0-2,2-2,3-1,0-2,1-1,2-0,0-2,3-0,0-2,3-1
2013,Chicago Bulls,4-0,3-0,2-1,NA,3-1,3-1,1-1,1-1,3-1,1-1,1-1,2-2,0-2,2-0,1-1,2-2,3-1,1-1,0-2,2-2,0-2,2-1,3-1,2-0,0-2,1-1,1-1,2-2,1-1,1-2
2013,Cleveland Cavaliers,0-3,0-3,2-2,1-3,0-4,NA,0-2,2-0,3-1,1-1,0-2,1-3,1-1,1-1,1-1,0-3,2-2,1-1,0-2,2-2,1-1,4-0,3-1,1-1,0-2,1-1,0-2,1-2,2-0,2-2
2013,Dallas Mavericks,1-1,2-0,0-2,1-1,1-1,2-0,NA,1-3,2-0,1-3,2-2,2-0,1-3,3-0,3-1,0-2,2-0,1-3,4-0,1-1,2-1,2-0,2-0,2-1,2-1,3-1,0-4,0-2,4-0,2-0
2013,Denver Nuggets,1-1,1-1,1-1,1-1,0-2,0-2,3-1,NA,1-1,2-2,1-2,1-1,2-2,3-0,1-3,1-1,2-0,2-2,2-2,1-1,1-3,2-0,1-1,0-4,0-4,1-2,0-3,1-1,2-2,2-0
2013,Detroit Pistons,2-2,3-1,3-1,1-3,0-3,1-3,0-2,1-1,NA,0-2,0-2,1-3,0-2,0-2,0-2,1-3,3-1,0-2,0-2,2-1,0-2,1-2,3-1,1-1,0-2,2-0,1-1,0-3,1-1,2-2
2013,Golden State Warriors,2-0,2-0,1-1,1-1,0-2,1-1,3-1,2-2,2-0,NA,1-2,1-1,2-2,3-1,2-2,1-1,2-0,2-1,3-0,1-1,1-2,2-0,2-0,2-2,2-2,4-0,0-4,1-1,4-0,1-1
2013,Houston Rockets,1-1,2-0,1-1,1-1,2-0,2-0,2-2,2-1,2-0,2-1,NA,1-1,0-4,3-1,2-2,1-1,2-0,3-1,3-1,2-0,1-3,2-0,1-1,2-1,3-1,2-2,4-0,1-1,2-1,2-0
2013,Indiana Pacers,2-2,4-0,4-0,2-2,2-1,3-1,0-2,1-1,3-1,1-1,1-1,NA,2-0,2-0,1-1,2-2,4-0,1-1,2-0,2-1,1-1,3-1,3-0,0-2,1-1,2-0,1-1,2-2,2-0,2-1
2013,Los Angeles Clippers,1-1,2-0,1-1,2-0,1-1,1-1,3-1,2-2,2-0,2-2,4-0,0-2,NA,3-1,1-2,0-2,2-0,4-0,3-1,2-0,2-2,1-1,2-0,3-1,1-2,4-0,1-2,2-0,3-0,2-0
2013,Los Angeles Lakers,1-1,2-0,1-1,0-2,1-1,1-1,0-3,0-3,2-0,1-3,1-3,0-2,1-3,NA,1-3,0-2,0-2,1-3,1-2,1-1,1-3,1-1,1-1,1-3,1-2,3-1,1-3,1-1,2-2,0-2
2013,Memphis Grizzlies,2-0,2-0,0-2,1-1,1-1,1-1,1-3,3-1,2-0,2-2,2-2,1-1,2-1,3-1,NA,1-1,2-0,2-2,1-3,2-0,1-3,2-0,2-0,4-0,2-1,3-0,0-4,0-2,3-0,2-0
2013,Miami Heat,2-2,1-2,0-4,2-2,4-0,3-0,2-0,1-1,3-1,1-1,1-1,2-2,2-0,2-0,1-1,NA,3-0,1-1,1-1,3-1,1-1,4-0,1-2,2-0,2-0,1-1,1-1,4-0,1-1,2-2
2013,Milwaukee Bucks,0-3,2-2,0-3,1-3,0-4,2-2,0-2,0-2,1-3,0-2,0-2,0-4,0-2,2-0,0-2,0-3,NA,0-2,0-2,1-3,0-2,2-2,2-1,0-2,0-2,0-2,0-2,0-4,1-1,1-3
2013,Minnesota Timberwolves,1-1,1-1,1-1,1-1,1-1,1-1,3-1,2-2,2-0,1-2,1-3,1-1,0-4,3-1,2-2,1-1,2-0,NA,2-1,1-1,1-3,1-1,2-0,1-2,1-3,2-2,1-2,0-2,3-1,1-1
2013,New Orleans Pelicans,2-0,2-0,1-1,2-0,1-1,2-0,0-4,2-2,2-0,0-3,1-3,0-2,1-3,2-1,3-1,1-1,2-0,1-2,NA,1-1,1-2,1-1,2-0,0-4,1-3,1-3,0-4,0-2,2-2,0-2
2013,New York Knicks,2-2,2-2,3-1,2-2,2-2,2-2,1-1,1-1,1-2,1-1,0-2,1-2,0-2,1-1,0-2,1-3,3-1,1-1,1-1,NA,0-2,2-1,3-1,1-1,0-2,1-1,1-1,2-2,2-0,0-3
2013,Oklahoma City Thunder,2-0,2-0,1-1,2-0,2-0,1-1,1-2,3-1,2-0,2-1,3-1,1-1,2-2,3-1,3-1,1-1,2-0,3-1,2-1,2-0,NA,1-1,2-0,1-2,2-2,4-0,4-0,1-1,3-1,1-1
2013,Orlando Magic,2-2,1-3,2-2,1-2,2-2,0-4,0-2,0-2,2-1,0-2,0-2,1-3,1-1,1-1,0-2,0-4,2-2,1-1,1-1,1-2,1-1,NA,3-1,0-2,1-1,0-2,0-2,0-3,0-2,0-4
2013,Philadelphia 76ers,0-3,3-1,1-3,1-3,1-3,1-3,0-2,1-1,1-3,0-2,1-1,0-3,0-2,1-1,0-2,2-1,1-2,0-2,0-2,1-3,0-2,1-3,NA,0-2,1-1,1-1,0-2,0-4,0-2,1-3
2013,Phoenix Suns,2-0,2-0,0-2,0-2,2-0,1-1,1-2,4-0,1-1,2-2,1-2,2-0,1-3,3-1,0-4,0-2,2-0,2-1,4-0,1-1,2-1,2-0,2-0,NA,3-1,2-2,1-3,2-0,2-2,1-1
2013,Portland Trail Blazers,2-0,2-0,2-0,2-0,1-1,2-0,1-2,4-0,2-0,2-2,1-3,1-1,2-1,2-1,1-2,0-2,2-0,3-1,3-1,2-0,2-2,1-1,1-1,1-3,NA,3-1,2-2,2-0,4-0,1-1
2013,Sacramento Kings,0-2,1-1,1-1,1-1,0-2,1-1,1-3,2-1,0-2,0-4,2-2,0-2,0-4,1-3,0-3,1-1,2-0,2-2,3-1,1-1,0-4,2-0,1-1,2-2,1-3,NA,0-3,1-1,1-2,1-1
2013,San Antonio Spurs,2-0,2-0,1-1,1-1,2-0,2-0,4-0,3-0,1-1,4-0,0-4,1-1,2-1,3-1,4-0,1-1,2-0,2-1,4-0,1-1,0-4,2-0,2-0,3-1,2-2,3-0,NA,2-0,4-0,2-0
2013,Toronto Raptors,2-2,3-1,2-2,2-2,0-3,2-1,2-0,1-1,3-0,1-1,1-1,2-2,0-2,1-1,2-0,0-4,4-0,2-0,2-0,2-2,1-1,3-0,4-0,0-2,0-2,1-1,0-2,NA,2-0,3-1
2013,Utah Jazz,0-2,1-1,0-2,1-1,2-0,0-2,0-4,2-2,1-1,0-4,1-2,0-2,0-3,2-2,0-3,1-1,1-1,1-3,2-2,0-2,1-3,2-0,2-0,2-2,0-4,2-1,0-4,0-2,NA,1-1
2013,Washington Wizards,3-1,3-1,3-0,2-1,1-3,2-2,0-2,0-2,2-2,1-1,0-2,1-2,0-2,2-0,0-2,2-2,3-1,1-1,2-0,3-0,1-1,4-0,3-1,1-1,1-1,1-1,0-2,1-3,1-1,NA
2012,Atlanta Hawks,NA,1-3,2-2,1-2,4-0,2-2,1-1,1-1,2-1,0-2,0-2,2-2,1-1,1-1,2-0,0-4,4-0,1-1,1-1,0-3,1-1,4-0,2-2,1-1,1-1,2-0,0-2,2-1,2-0,3-1
2012,Boston Celtics,3-1,NA,1-3,2-2,2-2,2-2,1-1,1-1,1-2,1-1,1-1,2-0,1-1,1-1,0-2,1-3,1-3,1-1,0-2,1-3,1-1,3-0,2-2,2-0,1-1,1-1,0-2,3-1,2-0,3-0
2012,Brooklyn Nets,2-2,3-1,NA,1-3,3-0,3-0,1-1,1-1,4-0,0-2,0-2,3-0,1-1,0-2,0-2,0-3,2-2,1-1,2-0,2-2,1-1,4-0,3-1,2-0,2-0,2-0,0-2,3-1,0-2,3-1
2012,Charlotte Bobcats,0-4,2-2,0-3,1-2,NA,1-2,1-1,0-2,1-3,0-2,0-2,1-3,0-2,0-2,0-2,0-4,2-2,2-0,0-2,1-2,0-2,3-1,1-3,0-2,0-2,0-2,0-2,2-2,0-2,3-1
2012,Chicago Bulls,2-1,2-2,3-1,NA,2-1,3-1,1-1,0-2,3-1,2-0,0-2,1-3,0-2,1-1,0-2,2-2,2-2,2-0,1-1,4-0,0-2,4-0,3-0,1-1,0-2,1-1,0-2,1-2,2-0,2-2
2012,Cleveland Cavaliers,2-2,2-2,0-3,1-3,2-1,NA,0-2,0-2,0-4,0-2,0-2,0-4,1-1,1-1,0-2,0-4,2-2,0-2,1-1,0-3,1-1,3-1,1-3,0-2,1-1,0-2,0-2,2-2,1-1,3-0
2012,Dallas Mavericks,1-1,1-1,1-1,1-1,1-1,2-0,NA,1-2,2-0,1-2,3-1,0-2,1-2,1-3,1-3,0-2,1-1,2-2,3-1,1-1,0-4,2-0,1-1,3-1,3-1,4-0,0-4,1-1,1-2,2-0
2012,Denver Nuggets,1-1,1-1,1-1,2-0,2-0,2-0,2-1,NA,2-0,3-1,4-0,2-0,2-1,3-1,3-1,0-2,2-0,2-2,2-1,1-1,3-1,1-1,1-1,2-1,3-1,4-0,2-2,1-1,3-1,0-2
2012,Detroit Pistons,1-2,2-1,0-4,1-3,3-1,4-0,0-2,0-2,NA,0-2,0-2,0-4,0-2,0-2,0-2,1-2,3-1,0-2,0-2,0-4,0-2,2-2,2-1,1-1,1-1,1-1,1-1,2-2,0-2,4-0
2012,Golden State Warriors,2-0,1-1,2-0,0-2,2-0,2-0,2-1,1-3,2-0,NA,1-3,1-1,3-1,1-3,0-3,1-1,0-2,4-0,4-0,1-1,1-3,0-2,1-1,4-0,3-0,1-3,2-2,2-0,1-2,2-0
2012,Houston Rockets,2-0,1-1,2-0,2-0,2-0,2-0,1-3,0-4,2-0,3-1,NA,0-2,1-2,2-2,1-3,0-2,1-1,2-1,3-1,2-0,1-2,2-0,1-1,2-2,2-2,2-1,1-3,1-1,3-1,1-1
2012,Indiana Pacers,2-2,0-2,0-3,3-1,3-1,4-0,2-0,0-2,4-0,1-1,2-0,NA,1-1,1-1,2-0,2-1,2-2,1-1,2-0,2-2,0-2,2-1,2-2,2-0,1-1,2-0,0-2,2-2,1-1,3-1
2012,Los Angeles Clippers,1-1,1-1,1-1,2-0,2-0,1-1,2-1,1-2,2-0,1-3,2-1,1-1,NA,4-0,3-1,1-1,2-0,4-0,3-1,2-0,0-3,1-1,2-0,3-1,3-1,3-1,2-2,1-1,4-0,1-1
2012,Los Angeles Lakers,1-1,1-1,2-0,1-1,2-0,1-1,3-1,1-3,2-0,3-1,2-2,1-1,0-4,NA,1-2,0-2,1-1,3-0,4-0,1-1,1-3,1-1,1-1,2-2,3-1,3-1,1-2,1-1,1-2,1-1
2012,Memphis Grizzlies,0-2,2-0,2-0,2-0,2-0,2-0,3-1,1-3,2-0,3-0,3-1,0-2,1-3,2-1,NA,1-1,2-0,3-0,2-2,1-1,2-1,2-0,1-1,2-2,3-1,4-0,2-2,2-0,3-1,1-1
2012,Miami Heat,4-0,3-1,3-0,2-2,4-0,4-0,2-0,2-0,2-1,1-1,2-0,1-2,1-1,2-0,1-1,NA,3-1,2-0,2-0,1-3,2-0,4-0,4-0,2-0,1-1,2-0,2-0,3-0,1-1,3-1
2012,Milwaukee Bucks,0-4,3-1,2-2,2-2,2-2,2-2,1-1,0-2,1-3,2-0,1-1,2-2,0-2,1-1,0-2,1-3,NA,0-2,1-1,0-3,1-1,2-1,3-1,2-0,2-0,2-0,0-2,3-0,1-1,1-2
2012,Minnesota Timberwolves,1-1,1-1,1-1,0-2,0-2,2-0,2-2,2-2,2-0,0-4,1-2,1-1,0-4,0-3,0-3,0-2,2-0,NA,3-1,0-2,2-2,1-1,2-0,3-1,0-4,2-1,2-2,0-2,0-4,1-1
2012,New Orleans Hornets,1-1,2-0,0-2,1-1,2-0,1-1,1-3,1-2,2-0,0-4,1-3,0-2,1-3,0-4,2-2,0-2,1-1,1-3,NA,0-2,0-4,1-1,1-1,2-1,2-1,2-1,1-3,0-2,1-3,0-2
2012,New York Knicks,3-0,3-1,2-2,0-4,2-1,3-0,1-1,1-1,4-0,1-1,0-2,2-2,0-2,1-1,1-1,3-1,3-0,2-0,2-0,NA,1-1,4-0,3-1,2-0,0-2,1-1,2-0,2-2,2-0,3-1
2012,Oklahoma City Thunder,1-1,1-1,1-1,2-0,2-0,1-1,4-0,1-3,2-0,3-1,2-1,2-0,3-0,3-1,1-2,0-2,1-1,2-2,4-0,1-1,NA,2-0,2-0,4-0,4-0,3-0,2-2,2-0,3-1,1-1
2012,Orlando Magic,0-4,0-3,0-4,0-4,1-3,1-3,0-2,1-1,2-2,2-0,0-2,1-2,1-1,1-1,0-2,0-4,1-2,1-1,1-1,0-4,0-2,NA,2-1,2-0,1-1,0-2,0-2,0-4,0-2,2-2
2012,Philadelphia 76ers,2-2,2-2,1-3,0-3,3-1,3-1,1-1,1-1,1-2,1-1,1-1,2-2,0-2,1-1,1-1,0-4,1-3,0-2,1-1,1-3,0-2,1-2,NA,1-1,1-1,2-0,0-2,3-1,1-1,2-1
2012,Phoenix Suns,1-1,0-2,0-2,1-1,2-0,2-0,1-3,1-2,1-1,0-4,2-2,0-2,1-3,2-2,2-2,0-2,0-2,1-3,1-2,0-2,0-4,0-2,1-1,NA,2-1,2-2,1-2,0-2,1-3,0-2
2012,Portland Trail Blazers,1-1,1-1,0-2,2-0,2-0,1-1,1-3,1-3,1-1,0-3,2-2,1-1,1-3,1-3,1-3,1-1,0-2,4-0,1-2,2-0,0-4,1-1,1-1,1-2,NA,2-2,2-1,1-1,1-3,0-2
2012,Sacramento Kings,0-2,1-1,0-2,1-1,2-0,2-0,0-4,0-4,1-1,3-1,1-2,0-2,1-3,1-3,0-4,0-2,0-2,1-2,1-2,1-1,0-3,2-0,0-2,2-2,2-2,NA,0-4,2-0,2-2,2-0
2012,San Antonio Spurs,2-0,2-0,2-0,2-0,2-0,2-0,4-0,2-2,1-1,2-2,3-1,2-0,2-2,2-1,2-2,0-2,2-0,2-2,3-1,0-2,2-2,2-0,2-0,2-1,1-2,4-0,NA,2-0,2-1,2-0
2012,Toronto Raptors,1-2,1-3,1-3,2-1,2-2,2-2,1-1,1-1,2-2,0-2,1-1,2-2,1-1,1-1,0-2,0-3,0-3,2-0,2-0,2-2,0-2,4-0,1-3,2-0,1-1,0-2,0-2,NA,0-2,2-2
2012,Utah Jazz,0-2,0-2,2-0,0-2,2-0,1-1,2-1,1-3,2-0,2-1,1-3,1-1,0-4,2-1,1-3,1-1,1-1,4-0,3-1,0-2,1-3,2-0,1-1,3-1,3-1,2-2,1-2,2-0,NA,2-0
2012,Washington Wizards,1-3,0-3,1-3,2-2,1-3,0-3,0-2,2-0,0-4,0-2,1-1,1-3,1-1,1-1,1-1,1-3,2-1,1-1,2-0,1-3,1-1,2-2,1-2,2-0,2-0,0-2,0-2,2-2,0-2,NA
2011,Atlanta Hawks,NA,1-2,4-0,1-3,4-0,3-0,1-0,0-1,3-1,0-1,0-1,2-1,1-1,0-1,0-1,1-3,2-1,1-0,1-0,1-2,1-0,3-0,0-3,1-1,1-1,1-0,0-1,3-1,1-0,3-0
2011,Boston Celtics,2-1,NA,3-0,1-3,3-0,2-1,0-2,0-1,1-2,1-0,1-0,2-2,1-0,0-2,1-0,3-1,3-0,1-0,0-1,2-2,0-2,3-0,1-2,0-1,1-0,0-1,0-1,2-2,1-0,4-0
2011,Charlotte Bobcats,0-4,0-3,0-4,0-3,NA,0-3,0-1,0-1,0-4,1-0,0-2,0-3,0-1,0-1,0-1,0-3,1-2,0-2,1-1,1-3,0-1,1-3,0-3,0-1,0-1,0-1,0-1,2-1,0-1,0-4
2011,Chicago Bulls,3-1,3-1,2-1,NA,3-0,3-0,1-0,0-1,4-0,0-1,0-1,2-1,1-0,1-0,1-1,2-2,4-0,1-0,2-0,3-1,0-1,2-1,2-1,1-0,0-1,2-0,1-0,3-0,1-0,2-1
2011,Cleveland Cavaliers,0-3,1-2,2-2,0-3,3-0,NA,1-0,1-0,2-2,0-1,1-0,1-3,1-0,0-1,0-1,0-3,0-4,1-0,0-1,2-2,1-0,0-3,0-3,1-1,0-1,1-0,0-2,1-3,0-2,1-2
2011,Dallas Mavericks,0-1,2-0,0-1,0-1,1-0,0-1,NA,3-1,1-0,2-1,3-0,0-1,1-2,0-4,1-2,0-2,1-0,1-2,2-1,1-1,1-3,1-0,1-0,3-1,2-1,2-1,2-2,1-0,3-1,1-0
2011,Denver Nuggets,1-0,1-0,1-0,1-0,1-0,0-1,1-3,NA,1-0,1-2,3-1,1-0,1-3,1-3,0-3,1-0,2-0,3-1,2-2,1-0,1-2,2-0,1-0,3-0,1-2,3-0,1-2,1-1,1-2,1-0
2011,Detroit Pistons,1-3,2-1,2-1,0-4,4-0,2-2,0-1,0-1,NA,0-1,0-1,1-2,0-1,1-0,0-2,0-3,1-3,0-2,1-0,0-3,0-1,2-1,1-3,0-1,1-0,2-0,0-1,2-1,0-1,2-1
2011,Golden State Warriors,1-0,0-1,0-2,1-0,0-1,1-0,1-2,2-1,1-0,NA,1-2,0-2,2-2,0-4,0-4,1-0,0-1,2-1,1-2,1-0,0-3,0-1,0-2,2-1,1-3,3-1,0-3,0-1,1-3,1-0
2011,Houston Rockets,1-0,0-1,1-0,1-0,2-0,0-1,0-3,1-3,1-0,2-1,NA,0-1,0-3,2-1,2-2,0-1,0-1,1-3,2-1,1-0,2-2,0-1,1-0,2-2,3-0,3-0,2-2,1-1,1-2,2-0
2011,Indiana Pacers,1-2,2-2,3-1,1-2,3-0,3-1,1-0,0-1,2-1,2-0,1-0,NA,1-0,1-0,0-1,1-3,3-0,2-0,2-0,1-2,1-0,1-3,2-2,0-1,1-0,0-1,0-1,3-0,1-0,3-0
2011,Los Angeles Clippers,1-1,0-1,1-1,0-1,1-0,0-1,2-1,3-1,1-0,2-2,3-0,0-1,NA,1-2,2-1,1-0,1-0,1-3,2-1,0-1,3-1,1-0,1-0,1-3,3-1,3-0,1-2,1-0,2-1,2-0
2011,Los Angeles Lakers,1-0,2-0,1-0,0-1,1-0,1-0,4-0,3-1,0-1,4-0,1-2,0-1,2-1,NA,2-1,1-1,0-1,4-0,3-0,1-1,1-2,0-1,0-1,2-2,2-1,1-2,1-2,1-0,2-2,0-1
2011,Memphis Grizzlies,1-0,0-1,1-0,1-1,1-0,1-0,2-1,3-0,2-0,4-0,2-2,1-0,1-2,1-2,NA,1-0,1-0,4-0,3-1,1-0,1-3,1-0,1-0,1-2,1-2,2-1,0-4,1-1,1-2,1-0
2011,Miami Heat,3-1,1-3,3-0,2-2,3-0,3-0,2-0,0-1,3-0,0-1,1-0,3-1,0-1,1-1,0-1,NA,1-2,1-0,1-0,3-0,1-1,2-2,4-0,1-0,1-0,1-0,1-0,3-0,0-1,1-2
2011,Milwaukee Bucks,1-2,0-3,3-0,0-4,2-1,4-0,0-1,0-2,3-1,1-0,1-0,0-3,0-1,1-0,0-1,2-1,NA,1-0,0-1,2-2,0-1,0-4,1-2,0-2,2-0,0-1,1-0,3-0,0-1,3-1
2011,Minnesota Timberwolves,0-1,0-1,1-0,0-1,2-0,0-1,2-1,1-3,2-0,1-2,3-1,0-2,3-1,0-4,0-4,0-1,0-1,NA,1-2,0-1,0-3,0-1,1-0,1-2,2-1,2-2,2-1,0-1,1-2,1-0
